Sıcaklık,Nem,Işık,Toprak_Nemi,Yağmur,Fan_Durumu,Pompa_Durumu,Led_Durumu,Isıtıcı_Durumu
33.7,95,2198,59,0,1,0,1,0
36.6,77,10153,29,0,1,1,0,0
34.9,48,4233,95,0,1,0,0,0
37.1,59,14785,38,0,1,1,0,0
15.8,42,14403,34,1,0,1,0,1
16.5,30,13705,75,0,0,0,0,1
23.9,41,5557,48,0,0,0,0,0
34.0,53,10070,71,0,1,0,0,0
11.9,55,10715,17,1,0,1,0,1
24.8,41,7415,61,0,0,0,0,0
14.1,94,2619,30,0,0,1,1,1
39.2,74,9263,91,1,1,0,0,0
27.2,69,5489,66,1,0,0,0,0
19.7,63,14114,22,1,0,1,0,0
25.8,37,5956,99,1,0,0,0,0
24.9,54,8715,63,1,0,0,0,0
39.0,38,2511,34,0,1,1,1,0
34.2,40,3302,84,0,1,0,0,0
20.6,82,9864,27,0,0,1,0,0
12.3,39,3971,60,0,0,0,0,1
17.6,34,3358,89,0,0,0,0,1
38.2,87,7290,47,1,1,0,0,0
23.0,41,12671,69,0,0,0,0,0
30.8,69,14498,50,1,1,0,0,0
35.0,73,7979,100,1,1,0,0,0
20.9,87,9480,37,0,0,1,0,0
16.2,81,12970,50,1,0,0,0,1
12.6,49,13907,63,0,0,0,0,1
30.9,42,12951,42,1,1,0,0,0
12.8,72,10043,89,0,0,0,0,1
14.1,94,14765,100,1,0,0,0,1
37.5,84,1347,22,1,1,1,1,0
11.8,40,6166,20,1,0,1,0,1
25.0,39,14611,43,0,0,0,0,0
22.3,84,6376,83,1,0,0,0,0
36.1,52,4327,74,0,1,0,0,0
31.3,76,8063,33,0,1,1,0,0
34.5,76,9043,48,1,1,0,0,0
39.1,76,6106,30,1,1,1,0,0
28.0,60,13218,39,1,0,1,0,0
24.9,53,12950,97,1,0,0,0,0
25.2,52,5573,41,1,0,0,0,0
35.0,80,7570,44,0,1,0,0,0
23.0,72,11463,92,1,0,0,0,0
29.2,58,11890,40,0,1,0,0,0
18.8,34,14242,48,1,0,0,0,0
20.2,80,8202,89,1,0,0,0,0
35.4,47,8357,74,0,1,0,0,0
37.2,68,2621,44,1,1,0,1,0
28.5,40,11384,58,0,1,0,0,0
13.8,94,2133,94,1,0,0,1,1
30.5,66,9992,55,1,1,0,0,0
28.5,43,12532,47,1,1,0,0,0
13.6,37,3023,39,0,0,1,0,1
21.4,49,7744,80,0,0,0,0,0
33.6,39,11893,34,0,1,1,0,0
35.9,56,2632,72,1,1,0,1,0
21.2,79,6042,87,0,0,0,0,0
29.0,53,14909,61,0,1,0,0,0
37.2,78,11369,52,1,1,0,0,0
15.5,37,3959,44,0,0,0,0,1
11.4,72,10378,33,0,0,1,0,1
14.9,87,7804,50,1,0,0,0,1
12.8,52,2424,68,1,0,0,1,1
26.5,44,13656,63,0,0,0,0,0
16.5,30,13362,72,0,0,0,0,1
38.3,32,7586,14,1,1,1,0,0
15.6,64,13211,59,1,0,0,0,1
25.4,66,4184,79,1,0,0,0,0
27.9,65,11031,39,0,0,1,0,0
13.9,75,4245,28,1,0,1,0,1
33.9,83,4865,24,1,1,1,0,0
19.8,40,13693,36,0,0,1,0,0
26.2,89,11081,28,0,1,1,0,0
30.4,68,13766,72,0,1,0,0,0
21.0,75,14482,66,0,0,0,0,0
29.3,51,5334,66,0,1,0,0,0
18.2,32,3967,99,0,0,0,0,0
32.9,90,1931,51,1,1,0,1,0
39.5,64,13801,32,0,1,1,0,0
33.8,60,4790,68,0,1,0,0,0
20.1,47,6898,51,1,0,0,0,0
17.7,31,2426,100,0,0,0,1,1
34.8,77,8195,21,0,1,1,0,0
13.4,89,9107,51,0,0,0,0,1
35.0,39,14915,17,0,1,1,0,0
23.6,89,13934,58,1,0,0,0,0
35.8,79,14111,29,0,1,1,0,0
12.2,68,14829,38,0,0,1,0,1
13.0,36,399,10,0,0,1,1,1
18.2,63,14198,92,1,0,0,0,0
25.9,38,10319,86,0,0,0,0,0
32.3,61,6729,94,0,1,0,0,0
23.0,63,3156,29,0,0,1,0,0
29.7,91,5117,83,0,1,0,0,0
22.0,49,12051,39,1,0,1,0,0
34.0,88,14590,46,0,1,0,0,0
38.2,37,1812,29,0,1,1,1,0
17.3,45,11117,52,0,0,0,0,1
22.5,35,3850,13,0,0,1,0,0
28.8,89,877,64,0,1,0,1,0
27.1,82,10463,23,1,1,1,0,0
15.8,95,14820,85,0,0,0,0,1
31.0,84,13312,90,1,1,0,0,0
15.2,78,9940,57,1,0,0,0,1
33.2,57,9717,55,0,1,0,0,0
38.8,76,5448,97,0,1,0,0,0
31.9,42,9154,94,1,1,0,0,0
27.4,93,14675,61,1,1,0,0,0
25.9,82,13478,46,0,1,0,0,0
12.5,31,1330,60,0,0,0,1,1
11.7,72,4057,30,0,0,1,0,1
11.6,84,14777,16,0,0,1,0,1
29.7,49,6979,44,1,1,0,0,0
28.3,89,4131,79,1,1,0,0,0
13.2,34,4076,77,1,0,0,0,1
17.5,43,9997,14,0,0,1,0,1
20.6,49,12063,38,1,0,1,0,0
23.5,46,5359,62,0,0,0,0,0
21.4,65,247,69,0,0,0,1,0
38.3,56,7714,10,0,1,1,0,0
27.7,45,7290,86,0,0,0,0,0
15.4,88,3005,61,1,0,0,0,1
21.5,45,3068,85,1,0,0,0,0
26.9,63,4987,91,1,0,0,0,0
14.0,91,3041,75,1,0,0,0,1
18.2,76,13572,55,1,0,0,0,0
15.2,32,1618,78,1,0,0,1,1
13.0,77,11223,63,1,0,0,0,1
26.3,37,13471,85,1,0,0,0,0
35.5,71,3792,41,0,1,0,0,0
27.2,45,7330,94,1,0,0,0,0
33.5,44,1760,43,0,1,0,1,0
26.3,50,5982,47,1,0,0,0,0
23.6,77,4191,39,1,0,1,0,0
35.0,94,2914,93,1,1,0,1,0
30.2,55,6006,14,0,1,1,0,0
16.2,65,13352,97,0,0,0,0,1
27.4,79,9647,32,1,1,1,0,0
37.2,80,4988,88,0,1,0,0,0
20.6,76,6069,69,0,0,0,0,0
27.0,71,4186,68,0,0,0,0,0
13.0,44,2671,55,0,0,0,1,1
22.8,35,11455,70,0,0,0,0,0
30.8,72,3578,54,1,1,0,0,0
28.9,36,9808,20,1,1,1,0,0
36.8,52,1618,62,0,1,0,1,0
30.0,70,845,93,1,1,0,1,0
32.3,67,13469,70,1,1,0,0,0
12.7,90,173,29,1,0,1,1,1
28.6,85,10607,22,0,1,1,0,0
11.4,49,7072,28,0,0,1,0,1
27.4,33,4872,98,1,0,0,0,0
15.8,78,4976,21,0,0,1,0,1
17.1,68,13221,39,0,0,1,0,1
35.5,84,7954,56,1,1,0,0,0
16.4,80,2156,73,1,0,0,1,1
24.5,79,9537,67,0,0,0,0,0
10.6,86,9080,70,1,0,0,0,1
32.9,88,12769,20,0,1,1,0,0
36.4,49,13883,95,0,1,0,0,0
21.7,71,6612,25,1,0,1,0,0
38.1,61,13793,10,1,1,1,0,0
35.9,38,654,36,1,1,1,1,0
13.0,46,657,85,0,0,0,1,1
24.6,45,11157,36,1,0,1,0,0
28.7,65,4677,45,0,1,0,0,0
16.4,80,3939,98,0,0,0,0,1
21.8,68,1146,57,0,0,0,1,0
33.7,41,5135,24,0,1,1,0,0
30.8,92,1851,72,0,1,0,1,0
27.4,65,8944,100,1,0,0,0,0
11.7,71,14659,42,1,0,0,0,1
28.1,80,158,95,1,1,0,1,0
30.7,94,5648,21,0,1,1,0,0
27.5,43,895,56,0,0,0,1,0
27.1,86,1433,86,0,1,0,1,0
30.4,33,3283,62,1,1,0,0,0
18.5,39,11651,48,0,0,0,0,0
33.9,45,9595,40,0,1,0,0,0
29.5,69,9165,55,1,1,0,0,0
20.0,76,758,81,0,0,0,1,0
38.0,42,2503,54,1,1,0,1,0
20.9,87,1939,37,1,0,1,1,0
15.9,47,12004,10,0,0,1,0,1
36.6,30,14970,14,0,1,1,0,0
10.6,72,1508,100,0,0,0,1,1
30.2,38,2199,65,1,1,0,1,0
34.1,32,8020,77,0,1,0,0,0
30.5,69,4131,28,0,1,1,0,0
20.5,59,833,93,1,0,0,1,0
28.2,67,11001,19,1,1,1,0,0
19.4,43,14750,39,1,0,1,0,0
34.2,65,5180,15,0,1,1,0,0
39.9,76,2232,53,0,1,0,1,0
30.2,46,10221,91,0,1,0,0,0
16.0,73,6326,50,0,0,0,0,1
11.1,34,12004,94,1,0,0,0,1
28.7,40,2406,98,0,1,0,1,0
32.2,66,5050,20,1,1,1,0,0
26.9,46,5031,67,1,0,0,0,0
30.6,44,11637,43,0,1,0,0,0
15.5,80,5569,94,1,0,0,0,1
24.8,36,418,19,0,0,1,1,0
32.2,62,5396,48,0,1,0,0,0
31.5,32,13396,27,0,1,1,0,0
38.8,67,10003,70,0,1,0,0,0
17.3,41,11395,25,1,0,1,0,1
36.1,88,9567,98,1,1,0,0,0
35.3,62,4392,89,1,1,0,0,0
16.1,43,8504,66,1,0,0,0,1
18.5,58,5127,75,1,0,0,0,0
38.9,43,14466,85,0,1,0,0,0
29.5,41,8169,60,1,1,0,0,0
15.2,67,4616,70,1,0,0,0,1
10.8,78,2754,32,0,0,1,1,1
14.4,70,2297,37,1,0,1,1,1
35.9,74,355,28,1,1,1,1,0
22.5,75,9072,55,0,0,0,0,0
12.1,55,14315,90,0,0,0,0,1
33.4,41,8073,35,1,1,1,0,0
32.6,38,1230,43,1,1,0,1,0
16.0,78,9378,67,0,0,0,0,1
37.3,48,6848,53,0,1,0,0,0
39.6,33,4777,64,0,1,0,0,0
34.9,44,10363,86,1,1,0,0,0
39.9,39,3520,31,1,1,1,0,0
37.1,43,1211,89,1,1,0,1,0
17.3,92,7537,12,0,0,1,0,1
16.8,50,13508,24,1,0,1,0,1
25.6,60,8295,42,1,0,0,0,0
35.8,90,1656,23,0,1,1,1,0
29.7,79,12599,44,0,1,0,0,0
28.8,89,14311,86,1,1,0,0,0
37.2,88,7267,76,1,1,0,0,0
35.1,37,12499,14,1,1,1,0,0
37.4,65,2542,74,1,1,0,1,0
25.2,92,8315,88,0,1,0,0,0
36.3,36,639,65,1,1,0,1,0
29.6,41,5161,90,0,1,0,0,0
18.5,52,5753,25,0,0,1,0,0
11.9,94,5562,86,0,0,0,0,1
20.8,45,12753,60,0,0,0,0,0
27.0,81,5603,28,0,1,1,0,0
27.4,39,6489,33,0,0,1,0,0
12.8,93,1236,69,0,0,0,1,1
23.7,67,12394,46,1,0,0,0,0
23.7,40,11425,33,0,0,1,0,0
36.7,80,8412,36,0,1,1,0,0
19.3,50,1979,68,1,0,0,1,0
20.0,30,4639,27,0,0,1,0,0
12.5,70,9691,45,0,0,0,0,1
33.5,69,7257,11,0,1,1,0,0
28.8,90,2385,86,1,1,0,1,0
23.0,93,3672,42,0,0,0,0,0
31.0,62,2267,97,1,1,0,1,0
33.0,52,10837,55,1,1,0,0,0
26.4,39,1845,59,0,0,0,1,0
27.6,38,12433,59,0,0,0,0,0
30.2,64,2910,29,1,1,1,1,0
31.1,60,9961,65,1,1,0,0,0
18.9,87,14849,64,1,0,0,0,0
32.8,91,12353,100,0,1,0,0,0
32.1,37,8939,14,1,1,1,0,0
12.8,85,9684,93,0,0,0,0,1
22.9,34,3832,65,0,0,0,0,0
15.2,95,577,53,0,0,0,1,1
12.3,75,10116,17,0,0,1,0,1
38.5,95,7942,23,0,1,1,0,0
27.5,35,2179,70,0,0,0,1,0
26.5,89,7872,78,0,1,0,0,0
18.2,67,12733,22,1,0,1,0,0
36.1,55,9449,76,0,1,0,0,0
39.0,44,6545,88,0,1,0,0,0
28.7,40,3560,65,1,1,0,0,0
27.7,36,9303,39,1,0,1,0,0
10.3,60,422,82,1,0,0,1,1
15.8,34,3710,93,0,0,0,0,1
12.1,78,7209,75,1,0,0,0,1
14.2,38,10149,94,1,0,0,0,1
23.8,46,7771,65,1,0,0,0,0
36.1,41,12704,68,0,1,0,0,0
36.3,39,14562,45,1,1,0,0,0
24.6,82,6618,97,1,0,0,0,0
20.1,42,426,18,0,0,1,1,0
23.3,60,9176,57,1,0,0,0,0
29.9,62,8666,78,0,1,0,0,0
16.1,49,10499,74,0,0,0,0,1
29.3,75,9091,63,0,1,0,0,0
36.9,81,2122,13,0,1,1,1,0
26.7,38,14245,82,0,0,0,0,0
15.5,73,7989,72,0,0,0,0,1
16.4,42,9647,31,0,0,1,0,1
10.1,49,14773,56,1,0,0,0,1
32.5,75,4244,70,1,1,0,0,0
25.3,60,6616,64,0,0,0,0,0
13.2,82,7225,98,1,0,0,0,1
12.5,80,4819,25,1,0,1,0,1
36.9,79,10114,49,1,1,0,0,0
33.0,35,11099,88,1,1,0,0,0
25.0,85,10499,37,0,0,1,0,0
32.4,69,9606,32,1,1,1,0,0
26.5,90,12219,51,1,1,0,0,0
34.3,90,11423,50,0,1,0,0,0
16.0,68,639,33,1,0,1,1,1
18.7,92,212,12,1,0,1,1,0
20.2,41,8893,14,0,0,1,0,0
21.0,31,5936,56,1,0,0,0,0
24.9,32,3680,56,1,0,0,0,0
31.6,63,1190,90,1,1,0,1,0
10.5,35,13008,93,1,0,0,0,1
33.5,63,481,93,0,1,0,1,0
18.4,31,7623,92,0,0,0,0,0
37.7,95,5659,47,0,1,0,0,0
27.4,79,12331,42,1,1,0,0,0
16.3,66,11066,91,1,0,0,0,1
29.8,59,1001,38,0,1,1,1,0
22.8,86,12903,100,0,0,0,0,0
36.2,54,9062,71,1,1,0,0,0
26.4,37,8273,34,0,0,1,0,0
30.7,50,3354,95,1,1,0,0,0
29.6,32,4241,27,0,1,1,0,0
23.8,83,12732,60,1,0,0,0,0
26.6,58,5481,99,0,0,0,0,0
23.8,80,3973,78,0,0,0,0,0
25.6,51,6225,19,1,0,1,0,0
39.8,51,1736,94,0,1,0,1,0
35.8,78,12697,65,1,1,0,0,0
26.8,78,14703,70,0,1,0,0,0
18.0,38,11079,32,1,0,1,0,0
27.7,73,1055,85,0,0,0,1,0
20.6,85,3069,11,1,0,1,0,0
39.6,37,8333,62,0,1,0,0,0
15.9,53,9186,74,0,0,0,0,1
36.4,41,12826,99,1,1,0,0,0
36.1,95,4606,77,0,1,0,0,0
19.6,39,1742,55,0,0,0,1,0
21.8,37,8959,51,1,0,0,0,0
37.0,69,4962,24,1,1,1,0,0
29.8,40,10932,64,1,1,0,0,0
11.4,73,6116,83,1,0,0,0,1
12.4,36,5466,62,0,0,0,0,1
35.6,40,5912,96,0,1,0,0,0
32.3,69,7545,69,1,1,0,0,0
13.9,57,2123,88,1,0,0,1,1
27.9,32,7571,76,0,0,0,0,0
24.2,87,1399,77,0,0,0,1,0
20.3,79,1822,62,1,0,0,1,0
17.6,89,10202,57,0,0,0,0,1
37.8,78,10134,72,1,1,0,0,0
38.3,47,8699,36,1,1,1,0,0
26.2,50,13796,32,0,0,1,0,0
20.1,47,4679,61,0,0,0,0,0
34.3,74,9589,41,0,1,0,0,0
27.0,86,7652,55,1,1,0,0,0
32.8,48,2261,26,0,1,1,1,0
23.2,50,13618,88,0,0,0,0,0
23.7,60,3734,37,0,0,1,0,0
36.4,55,8669,69,0,1,0,0,0
21.3,38,9637,61,0,0,0,0,0
20.0,75,5628,65,0,0,0,0,0
26.8,55,5501,11,1,0,1,0,0
23.0,55,3844,94,0,0,0,0,0
38.7,92,615,55,1,1,0,1,0
31.5,89,7989,64,0,1,0,0,0
28.7,32,6563,15,0,1,1,0,0
25.1,85,5426,24,1,1,1,0,0
38.6,73,1365,12,1,1,1,1,0
20.3,42,8109,29,1,0,1,0,0
27.1,54,13698,36,0,0,1,0,0
17.2,68,2650,94,0,0,0,1,1
26.3,42,12809,25,0,0,1,0,0
39.0,50,12623,10,0,1,1,0,0
16.5,56,10469,25,0,0,1,0,1
33.3,44,631,57,1,1,0,1,0
19.0,77,2941,61,1,0,0,1,0
32.8,31,9592,40,1,1,0,0,0
17.4,39,9655,54,0,0,0,0,1
10.5,30,10678,17,1,0,1,0,1
36.8,52,2239,17,1,1,1,1,0
31.8,39,11554,42,1,1,0,0,0
36.7,42,5036,49,1,1,0,0,0
31.5,84,6798,36,0,1,1,0,0
19.3,32,9393,86,1,0,0,0,0
14.1,72,5458,63,0,0,0,0,1
20.3,42,8586,57,0,0,0,0,0
10.1,36,2035,23,1,0,1,1,1
12.0,50,8471,47,0,0,0,0,1
26.8,54,12054,16,1,0,1,0,0
31.9,38,3437,16,1,1,1,0,0
22.4,40,3934,77,1,0,0,0,0
37.8,79,12684,35,0,1,1,0,0
36.7,82,6771,25,0,1,1,0,0
32.8,84,12257,28,0,1,1,0,0
26.4,89,4867,73,1,1,0,0,0
25.1,59,9110,56,1,0,0,0,0
14.8,75,11000,70,0,0,0,0,1
32.4,69,1248,14,0,1,1,1,0
23.4,53,3374,29,1,0,1,0,0
11.4,58,9668,50,1,0,0,0,1
31.7,57,978,70,0,1,0,1,0
31.8,30,1885,17,1,1,1,1,0
24.4,61,3851,68,1,0,0,0,0
39.9,34,7428,42,0,1,0,0,0
31.4,41,14456,57,0,1,0,0,0
26.7,85,14539,45,1,1,0,0,0
32.9,64,11201,74,0,1,0,0,0
25.1,31,4090,50,1,0,0,0,0
30.8,36,14096,31,0,1,1,0,0
24.6,49,3785,10,0,0,1,0,0
21.9,47,2919,30,1,0,1,1,0
20.6,42,13264,19,1,0,1,0,0
23.3,52,4012,19,1,0,1,0,0
31.1,68,14176,99,1,1,0,0,0
12.2,45,9097,69,1,0,0,0,1
32.3,62,7390,19,0,1,1,0,0
39.5,92,1878,17,0,1,1,1,0
18.3,60,8581,87,1,0,0,0,0
10.8,60,14018,53,0,0,0,0,1
27.2,78,11984,52,1,1,0,0,0
10.5,89,8363,58,1,0,0,0,1
19.4,46,6367,59,0,0,0,0,0
39.2,81,11195,52,0,1,0,0,0
17.2,75,1352,39,1,0,1,1,1
19.2,65,2721,85,0,0,0,1,0
17.6,93,3746,100,0,0,0,0,1
11.9,84,4822,44,0,0,0,0,1
28.3,55,4766,37,0,1,1,0,0
20.7,65,13621,63,1,0,0,0,0
25.7,65,8666,93,0,0,0,0,0
33.4,50,7337,45,1,1,0,0,0
11.4,55,6704,31,1,0,1,0,1
16.6,34,3187,52,1,0,0,0,1
15.9,85,5750,61,0,0,0,0,1
17.3,91,10685,59,0,0,0,0,1
27.0,62,8014,40,0,0,0,0,0
25.0,56,12831,65,1,0,0,0,0
39.7,60,6866,36,0,1,1,0,0
19.1,45,7409,86,0,0,0,0,0
15.1,48,5988,76,0,0,0,0,1
33.1,62,8007,29,0,1,1,0,0
30.5,40,820,83,1,1,0,1,0
37.3,79,1951,49,0,1,0,1,0
34.1,37,2675,10,0,1,1,1,0
25.3,38,4841,14,0,0,1,0,0
13.5,94,12504,37,0,0,1,0,1
21.4,69,8291,77,1,0,0,0,0
18.0,72,6313,100,0,0,0,0,0
33.7,33,8104,95,0,1,0,0,0
14.9,84,13986,97,0,0,0,0,1
21.3,94,11731,90,1,0,0,0,0
20.0,42,12537,57,1,0,0,0,0
38.6,74,10180,67,1,1,0,0,0
26.8,75,2493,28,0,0,1,1,0
15.2,67,11942,14,0,0,1,0,1
20.7,64,10518,27,1,0,1,0,0
27.9,61,118,83,0,0,0,1,0
38.2,53,13457,52,1,1,0,0,0
18.5,85,430,81,1,0,0,1,0
20.3,72,11923,69,0,0,0,0,0
32.9,42,9908,91,1,1,0,0,0
28.0,42,7371,57,0,0,0,0,0
19.3,78,11195,72,1,0,0,0,0
36.3,68,1235,28,1,1,1,1,0
15.3,91,12348,75,0,0,0,0,1
21.2,49,611,51,0,0,0,1,0
39.2,64,12967,99,0,1,0,0,0
29.1,90,3248,99,1,1,0,0,0
26.9,47,3613,35,0,0,1,0,0
22.2,95,10589,19,0,0,1,0,0
18.4,53,9652,57,0,0,0,0,0
20.3,52,12660,56,0,0,0,0,0
14.6,71,13926,48,0,0,0,0,1
39.7,49,3217,76,0,1,0,0,0
11.9,50,10157,42,1,0,0,0,1
33.8,76,9838,93,0,1,0,0,0
30.5,91,1305,69,1,1,0,1,0
11.9,50,12545,66,1,0,0,0,1
20.4,81,1992,75,1,0,0,1,0
20.3,40,7724,38,0,0,1,0,0
18.4,32,12775,86,1,0,0,0,0
21.0,74,8222,98,1,0,0,0,0
14.8,59,3404,21,1,0,1,0,1
15.0,65,9100,12,0,0,1,0,1
25.7,61,4724,61,1,0,0,0,0
37.0,40,8934,20,1,1,1,0,0
13.6,55,10425,96,1,0,0,0,1
30.0,40,9067,57,0,1,0,0,0
30.7,81,5828,17,0,1,1,0,0
22.5,30,14496,77,1,0,0,0,0
37.4,56,10448,55,0,1,0,0,0
21.6,45,4243,44,1,0,0,0,0
24.4,90,6239,32,0,0,1,0,0
35.6,59,12021,64,0,1,0,0,0
15.4,60,1248,85,1,0,0,1,1
38.5,75,3168,23,0,1,1,0,0
14.2,37,7382,66,1,0,0,0,1
36.1,85,11155,49,1,1,0,0,0
22.2,89,281,60,0,0,0,1,0
31.3,83,1324,81,0,1,0,1,0
26.3,78,5977,40,1,1,0,0,0
31.7,79,1878,14,0,1,1,1,0
34.4,73,5040,14,1,1,1,0,0
16.7,91,7135,38,0,0,1,0,1
34.6,87,5057,54,1,1,0,0,0
24.5,35,6499,16,0,0,1,0,0
22.8,55,3368,86,1,0,0,0,0
38.3,84,2282,88,1,1,0,1,0
28.6,52,5858,60,0,1,0,0,0
21.2,93,7620,19,0,0,1,0,0
20.5,80,8669,51,1,0,0,0,0
21.8,40,10175,25,0,0,1,0,0
11.6,89,11128,48,1,0,0,0,1
28.5,33,4967,55,0,1,0,0,0
20.2,31,8524,56,0,0,0,0,0
10.7,75,11441,71,0,0,0,0,1
29.0,64,3338,45,1,1,0,0,0
14.9,65,1126,16,0,0,1,1,1
36.1,65,11008,25,0,1,1,0,0
37.1,73,9025,57,0,1,0,0,0
22.6,69,5650,24,1,0,1,0,0
31.8,50,14708,78,0,1,0,0,0
29.0,46,12657,94,1,1,0,0,0
39.1,51,11123,25,0,1,1,0,0
37.0,59,4521,71,1,1,0,0,0
18.8,30,2858,81,1,0,0,1,0
26.6,57,8086,96,0,0,0,0,0
10.7,94,8196,17,0,0,1,0,1
13.5,35,9988,15,0,0,1,0,1
27.4,93,13548,55,0,1,0,0,0
33.1,74,5355,38,0,1,1,0,0
32.2,46,6687,67,1,1,0,0,0
22.8,63,4720,39,1,0,1,0,0
11.9,46,5613,73,0,0,0,0,1
32.2,93,14770,17,1,1,1,0,0
15.9,51,4279,74,0,0,0,0,1
19.9,62,11201,98,1,0,0,0,0
30.3,90,5410,74,1,1,0,0,0
38.7,31,10943,99,1,1,0,0,0
13.8,34,6898,26,1,0,1,0,1
10.1,62,8759,11,1,0,1,0,1
15.7,55,7404,18,0,0,1,0,1
11.1,49,8054,90,0,0,0,0,1
23.3,34,1175,96,1,0,0,1,0
20.4,60,2355,79,0,0,0,1,0
21.3,34,10529,13,1,0,1,0,0
15.6,36,1070,39,0,0,1,1,1
13.7,65,83,82,1,0,0,1,1
10.4,85,5497,24,0,0,1,0,1
18.0,50,13859,75,0,0,0,0,0
13.1,67,14776,93,1,0,0,0,1
17.1,43,7382,78,1,0,0,0,1
31.1,44,4400,24,1,1,1,0,0
23.2,32,9178,51,0,0,0,0,0
25.1,83,8552,53,0,1,0,0,0
27.7,62,9827,44,1,0,0,0,0
10.3,84,10075,46,0,0,0,0,1
31.8,31,7321,87,0,1,0,0,0
19.6,85,985,47,0,0,0,1,0
23.0,83,12944,75,1,0,0,0,0
33.0,71,52,35,0,1,1,1,0
24.3,85,1187,99,0,0,0,1,0
22.8,79,7026,100,1,0,0,0,0
35.5,78,7548,46,0,1,0,0,0
23.0,94,2893,82,0,0,0,1,0
21.1,77,7997,40,0,0,0,0,0
27.3,42,14294,42,1,0,0,0,0
30.5,40,2307,95,1,1,0,1,0
18.4,66,917,25,0,0,1,1,0
11.0,39,11988,46,1,0,0,0,1
22.1,54,5570,78,0,0,0,0,0
21.8,42,6467,62,1,0,0,0,0
20.8,92,5023,27,0,0,1,0,0
12.3,93,3827,51,1,0,0,0,1
36.5,39,10067,57,1,1,0,0,0
31.9,37,10681,56,0,1,0,0,0
20.9,58,9122,41,1,0,0,0,0
33.2,54,831,12,0,1,1,1,0
20.2,52,396,74,1,0,0,1,0
22.1,51,2514,74,1,0,0,1,0
38.1,72,4580,66,0,1,0,0,0
26.4,67,459,62,0,0,0,1,0
17.1,75,933,87,1,0,0,1,1
30.3,60,8916,59,0,1,0,0,0
11.9,88,14348,38,1,0,1,0,1
37.2,39,4817,28,0,1,1,0,0
31.9,92,7462,14,1,1,1,0,0
37.1,41,139,54,1,1,0,1,0
26.8,56,5461,89,1,0,0,0,0
24.5,38,4230,24,1,0,1,0,0
23.3,48,10018,64,1,0,0,0,0
21.7,76,10187,66,1,0,0,0,0
17.7,79,13286,15,1,0,1,0,1
15.0,85,9486,20,1,0,1,0,1
18.2,79,1025,51,1,0,0,1,0
37.9,70,2789,93,1,1,0,1,0
36.0,83,6357,39,1,1,1,0,0
34.1,51,8827,47,0,1,0,0,0
25.3,44,7636,29,0,0,1,0,0
13.8,60,11855,98,0,0,0,0,1
27.1,57,10876,79,1,0,0,0,0
36.0,38,6552,98,1,1,0,0,0
25.8,65,1103,34,1,0,1,1,0
21.7,77,5371,18,1,0,1,0,0
35.9,74,879,88,0,1,0,1,0
34.5,67,11070,14,0,1,1,0,0
37.1,82,12992,45,0,1,0,0,0
38.7,39,6752,79,1,1,0,0,0
24.2,77,3677,24,0,0,1,0,0
31.4,75,13389,82,0,1,0,0,0
29.4,95,6243,51,1,1,0,0,0
20.2,72,130,33,0,0,1,1,0
37.7,88,8437,58,1,1,0,0,0
37.3,77,8016,13,1,1,1,0,0
22.6,56,1115,64,0,0,0,1,0
22.2,86,4068,22,0,0,1,0,0
22.5,54,6240,23,0,0,1,0,0
34.3,90,3374,89,0,1,0,0,0
13.9,36,7209,37,1,0,1,0,1
37.1,42,3086,100,0,1,0,0,0
23.6,80,1043,54,1,0,0,1,0
10.7,46,2822,81,0,0,0,1,1
12.2,70,4104,100,1,0,0,0,1
32.8,68,7135,100,0,1,0,0,0
35.9,92,11544,43,0,1,0,0,0
21.5,69,12249,17,1,0,1,0,0
19.7,44,8353,86,1,0,0,0,0
32.6,77,1061,21,1,1,1,1,0
35.6,53,1630,39,1,1,1,1,0
33.9,95,2163,67,1,1,0,1,0
17.8,35,895,98,0,0,0,1,1
31.4,82,2,61,1,1,0,1,0
12.4,42,5627,35,1,0,1,0,1
35.4,68,9130,65,1,1,0,0,0
14.7,55,6210,94,0,0,0,0,1
13.7,61,11728,35,1,0,1,0,1
14.0,43,1649,16,0,0,1,1,1
31.9,91,12574,33,0,1,1,0,0
10.0,54,1867,29,0,0,1,1,1
21.2,54,10945,82,0,0,0,0,0
22.7,89,6862,30,0,0,1,0,0
16.6,80,5639,96,1,0,0,0,1
24.8,69,2936,19,0,0,1,1,0
13.4,46,10047,69,1,0,0,0,1
26.2,85,8454,91,1,1,0,0,0
15.6,50,11721,17,0,0,1,0,1
16.3,57,9519,18,0,0,1,0,1
30.3,63,12022,42,0,1,0,0,0
36.2,55,4292,41,1,1,0,0,0
38.7,95,13942,64,0,1,0,0,0
28.3,74,8886,75,1,1,0,0,0
36.3,79,12669,23,0,1,1,0,0
22.4,43,12441,18,0,0,1,0,0
25.6,43,14660,50,0,0,0,0,0
32.9,57,11617,100,0,1,0,0,0
12.9,85,8720,28,0,0,1,0,1
36.3,73,14806,17,0,1,1,0,0
23.4,37,3615,93,0,0,0,0,0
32.1,55,10170,69,0,1,0,0,0
28.3,55,2342,96,0,1,0,1,0
33.4,53,6035,19,1,1,1,0,0
22.2,61,14154,58,1,0,0,0,0
38.1,70,13698,24,1,1,1,0,0
30.8,90,13502,18,1,1,1,0,0
21.6,82,1763,77,0,0,0,1,0
